label,message
ServiceComplaint,"GreenBin, please stop leaving the bins in the middle of the pavement. My elderly father uses a mobility scooter and had to ride into the road to pass. Could operatives return empty containers to the property boundary rather than blocking walkways? Much appreciated. This has happened on the last four collections on Moorfield Avenue despite previous emails. A quick refresher training would solve it."
PositiveFeedback,Super happy with the service! Everything perfect as usual :)
PositiveFeedback,Can't fault the service. Always on time and very professional. Well done!
GeneralInquiry,What day is recycling collected on my street?
DamagedProperty,"Please can you replace our bin, it's split down the side after last collection"
MissedCollection,are you coming tomorrow to collect what was missed?
ServiceComplaint,Your driver reversed into my fence last month and just drove off! Still no response to my previous complaint. Disgraceful service.
MissedCollection,"Hi, just checking why the green bin wasn’t emptied on Friday?"
DamagedProperty,Lost tiles from the path after guys dragged bins
GeneralInquiry,"collection for extra bag, is it possible?"
DamagedProperty,You broke a tile on my doorstep when the bin was thrown back
DamagedProperty,Gate hinge bent after lorry reversed too close.
GeneralInquiry,Who to contact for complaint?
DamagedProperty,"your lorry hit my fence. no note, no apology, nothing. came outside after hearing the noise and saw the panel cracked and leaning. this wasn’t damaged before, 100% sure. really not impressed that the crew just drove off. i’ve taken photos and spoken to neighbours who saw it happen. i want this sorted, either repaired or paid for. let me know who i need to speak to because ignoring it isn’t an option. accidents happen, but not owning up to them is unacceptable."
GeneralInquiry,can i change my collection day?  currently on Tuesday but would prefer Monday
MissedCollection,Every week you forget my house. Please help?
GeneralInquiry,Is green bin every week or fortnight?
GeneralInquiry,"I’m moving to Frome soon, how do I set up my recycling collection?"
ServiceComplaint,nobody seems to care about complaints here
GeneralInquiry,Query.
DamagedProperty,my fence panel snapped after your crew leaned bins against it. not happy. want it fixed
ServiceComplaint,collection was 45 minutes late today and I missed work because I had to wait in. Not good enough!
MissedCollection,Why always miss my house???!!!
MissedCollection,"Hello, our green wheelie bin was not emptied on Monday 8th. Could you advise next steps?"
DamagedProperty,not happy bin always breaking
MissedCollection,My street was skipped entirely.
GeneralInquiry,"Good morning, I wanted to ask whether Christmas wrapping paper can go in the recycling or general waste this year. Thank you!"
GeneralInquiry,Do you collect glass jars or should they go elsewhere?
PositiveFeedback,"Thanks for replacing our bin so quickly last week, much appreciated."
PositiveFeedback,No more mess after collection now
DamagedProperty,Scratches along my car door from the bin being dragged past it.
DamagedProperty,"During yesterday’s collection the recycling operatives accidentally knocked over our stone gatepost with the bin, cracking it clean through. The post supports the latch for our front gate and now the gate won’t close, leaving our dog able to run onto the road. The damage occurred at 10:12 a.m., as captured on our doorbell camera. Please arrange for repairs or discuss compensation. Our address is 45 Moorland Road, Highbridge. We will provide the footage on request."
ServiceComplaint,Never pick up when say
PositiveFeedback,"Staff never rude, pleasure to deal with"
PositiveFeedback,Great service as always! Bin collected early and everything left tidy. Thank you GreenBin team :)
DamagedProperty,oil leak from your vehicle stained my driveway.
MissedCollection,"I’m reporting a missed recycling collection for my address in Somerset. The scheduled day was Tuesday, and as of Friday it still hasn’t been collected. The bin was placed at the kerb by 7am, not blocked, and contained only accepted recyclable materials. I checked the website and there was no notice of disruption. This has happened a few times over the past couple of months and I’m concerned it’s becoming a pattern. We are a family household and generate a fair amount of recycling, so missed collections cause real inconvenience. Please advise when this will be resolved and whether there is an issue linked to our property. Thank you for your time."
ServiceComplaint,Drivers keep leaving the bins in the middle of the driveway blocking access. Happens every week. Very inconsiderate. Sort it out please.
MissedCollection,missed collection logged. im not happy.
ServiceComplaint,"Your customer service response times are unacceptable. It took over three weeks to receive a generic reply that didn’t even address my concern. This complaint is about how issues are handled, not just the issue itself. Residents deserve better communication and accountability."
ServiceComplaint,"driver too fast, dangerous for kids"
ServiceComplaint,GreenBin Recycling seems completely uninterested in feedback. Every complaint is brushed off. I am tired of being polite when nothing changes. This is a formal complaint and I expect a formal response.
GeneralInquiry,Hi there can you tell me what time collections usually happen on tuesdays please
GeneralInquiry,can you collect from back gardens or only front of house?
DamagedProperty,Bin returned broken.
MissedCollection,no collection this week at all.  both scheduled days were missed
DamagedProperty,Your vehicle damaged my driveway curb during collection. Please arrange inspection.
GeneralInquiry,"Hi, do you collect small electrical items like kettles or is that a different service?"
